"UIC","Tray-ID","Date","Testing duration","Erasure technician","Final_Grade","Hardware test summary","Mandatory_Test","Mobile name","Market name","Device_Color","BQ_BatteryChargeRange","Mobile IMEI","Mobile IMEI2","_ro.imei.check","ChargingJack","CrackedLens","Fingerprint","FlashLight","HomeKey","PQ_BatteryBulging","PQ_BentonDevicebody","PQ_CrackDevicebody","PQ_DentDevicebody","PQ_HeadphoneJack_3.5mm","PQ_MissingParts","PQ_ScratchChromeSide","PQ_ScratchesBackpanel","PQ_ScratchesDisplay","PQ_ScreenCracked","PQ_Screen_Type","PowerKey","SIMTray","SilentKey","VolumeKey","Carrier signal test","Carrier signal sim 2 test","Wi-fi test","Bluetooth test","Microphone test","Speaker microphone test","Front microphone test","Headset microphone test","Speaker microphone front test","Receiver test","Headset test","Front camera test","Video test","Auto focus test","Camera flash test","Front camera flash test","Battery charging test","Headset test","Touch test","Proximity test","Compass test","Light test","Vibration test","Home key test","Volume keys test","Screen lock key test","Back key test","Recent/Menu key test","Screen test","Live call test","Live call sim 2 test","Screen damage test","Assisted front camera test","Fingerprint test","Multi-touch test","Face ID test","Auto rotation test","Infrared test","FM radio test","Product Version","Product Name","Operating system version","System manufacturer","System model","Mobile internal model","System serial","Operating system name","Total memory","Business name","Business location","Report ID","Rooted","Mobile internal model","FRP","FRP_Status","blancco_data.blancco_hardware_report.system.mdm_status","Operating system name","Operating system version","blancco_data.blancco_hardware_report.hardware_tests.auto_fingerprint","Device color","Disk capacity","AGPS test","Assisted camera test","Silent key test","Speaker test","_ro.ril.miui.imei0","Back camera test","Find My iPhone"
"93080714674","WHT1100","2023-08-26 13:00:49","00:07:00","sameer.bqc.ggn.100013","B","failed",,"GM1901","OnePlus 7","Blue","10-49 %","867254042623954","867254042623947",,"Successful","Successful","Successful","Successful","Successful","No","No","0","3","No","No","4","3","3","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","failed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"failed","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","GM1901","GM1901","b78ad2fb","Android","6GB",,,"119379104","Not rooted","GM1901","Unlocked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"93080714882","WHT1100","2023-08-26 11:38:38","00:09:35","sameer.bqc.ggn.100013","C","failed",,"GM1901","OnePlus 7","Gray","10-49 %","867254040885217","867254040885209",,"Successful","Successful","Successful","Successful","Successful","No","No","0","2","No","No","3","3","2","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","failed","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","GM1901","GM1901","22ff0242","Android","8GB",,,"119374296","Not rooted","GM1901","Unlocked",,"Unlocked","Android","12",,,"256000000000","successful","successful",,"successful",,"successful",
"93080714896","WHT1100","2023-08-26 12:16:36","00:04:09","sameer.bqc.ggn.100013","C","successful",,"GM1901","OnePlus 7","Red","50-80 %","869430041667410","869430041667402",,"Successful","Successful","Successful","Successful","Successful","No","No","5","0","No","No","3","3","4","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","GM1901","GM1901","7869e6c8","Android","8GB",,,"119375636","Not rooted","GM1901","Unlocked",,"Unlocked","Android","12",,,"256000000000","successful","successful",,"successful",,"successful",
"93081215032","WHT1446","2023-08-28 07:39:55","00:02:53","sameer.bqc.ggn.100013","C","failed",,"Redmi Note 8","Redmi Note 8","Black","50-80 %","869090042363128","869090042363136",,"Successful","Successful","Successful","Successful","Successful","No","No","0","3","Yes","No","3","4","5","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"successful",,"successful","successful","successful","successful","successful","successful","not available","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","failed","successful","successful",,"successful","successful","successful","successful","successful","successful","successful","5.0.2","Blancco Mobile Diagnostics and Erasure","11","Xiaomi","Redmi Note 8","Redmi Note 8","14f34d35","Android","4GB",,,"119442022","Not rooted","Redmi Note 8","Unlocked",,"Unlocked","Android","11",,,,"successful","successful",,"successful","869090042363128","successful",
"93081214966","WHT10106","2023-08-28 10:27:21","00:02:50","sameer.bqc.ggn.100013","C","failed",,"AC2001","OnePlus Nord","Gray","10-49 %","865295056602451","865295056602444",,"Successful","Successful","Successful","Successful","Successful","No","No","0","1","No","No","3","3","2","No","Copy Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","failed","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","AC2001","AC2001","8df7b403","Android","8GB",,,"119454012","Not rooted","AC2001","Unlocked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"93081214938","WHT10106","2023-08-28 11:23:01","00:02:48","sameer.bqc.ggn.100013","B","successful",,"AC2001","OnePlus Nord","Gray","50-80 %","865276041738675","865276041738667",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","No","No","2","2","3","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","AC2001","AC2001","659bd934","Android","12GB",,,"119457089","Not rooted","AC2001","Unlocked",,"Unlocked","Android","12",,,"256000000000","successful","successful",,"successful",,"successful",
"93081214953","WHT10106","2023-08-28 10:47:22","00:18:00","sameer.bqc.ggn.100013","C","failed",,"AC2001","OnePlus Nord","Gray","10-49 %","865295055486310","865295055486302",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","No","No","3","3","2","No","Copy Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","failed","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","AC2001","AC2001","463cf7d6","Android","12GB",,,"119455060","Not rooted","AC2001","Unlocked",,"Unlocked","Android","12",,,"256000000000","successful","successful",,"successful",,"successful",
"93081214942","WHT10106","2023-08-28 12:56:35","00:05:09","sameer.bqc.ggn.100013","C","failed",,"AC2001","OnePlus Nord","Blue","81 %+","865295052086451","865295052086444",,"Successful","Successful","Successful","Successful","Successful","No","No","0","1","No","No","3","2","2","No","Copy Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","failed","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","AC2001","AC2001","d1e15cb1","Android","8GB",,,"119465069","Not rooted","AC2001","Unlocked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"93080214649","WHT10009","2023-08-25 05:21:26","00:01:54","sameer.bqc.ggn.100013","C","failed",,"AC2001","OnePlus Nord","Blue","50-80 %","866801059649511","866801059649503",,"Successful","Successful","Successful","Successful","Successful","No","No","0","3","No","No","4","3","3","No","Copy Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","not available","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","failed","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","AC2001","AC2001","20f01a0d","Android","8GB",,,"119275058","Not rooted","AC2001","Unlocked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"93080714774","WHT1996","2023-08-25 11:27:48","00:02:30","sameer.bqc.ggn.100013","C","failed",,"HD1901","OnePlus 7T","Blue","50-80 %","861894040811618","861894040811600",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","No","No","3","3","3","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","failed","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","HD1901","HD1901","0f6a070f","Android","8GB",,,"119298464","Not rooted","HD1901","Unlocked",,"Unlocked","Android","12",,,"256000000000","successful","successful",,"successful",,"successful",
"93070013664","WHT1799","2023-08-25 09:23:35","00:05:17","sameer.bqc.ggn.100013","B","successful",,"GM1911","OnePlus 7 Pro","Gray","81 %+","865166040156153",,,"Successful","Successful","Successful","Successful","Successful","No","No","0","1","No","No","3","3","2","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","GM1911","GM1911","38560421","Android","6GB",,,"119291347","Not rooted","GM1911","Locked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"93080214643","WHT1799","2023-08-25 09:14:44","00:02:58","sameer.bqc.ggn.100013","D","failed",,"GM1911","OnePlus 7 Pro","Gray","81 %+","865166045792598",,,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","No","No","3","3","3","Yes","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","failed","successful","successful","successful","successful","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"not performed","successful","successful","failed","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","GM1911","GM1911","48ac6d1c","Android","6GB",,,"119290557","Not rooted","GM1911","Locked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"93080214584","WHT1799","2023-08-25 09:28:59","00:03:25","sameer.bqc.ggn.100013","C","failed",,"GM1911","OnePlus 7 Pro","Gray","81 %+","865166044589854",,,"Successful","Successful","Successful","Successful","Successful","No","No","5","1","No","No","3","3","5","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","failed","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","GM1911","GM1911","fec82695","Android","8GB",,,"119291732","Not rooted","GM1911","Locked",,"Unlocked","Android","12",,,"256000000000","successful","successful",,"successful",,"successful",
"91010001233","WHT10118","2023-08-26 05:40:23","00:04:10","sameer.bqc.ggn.100013","C","failed",,"iPhone 6 GSM+CDMA 32GB Space Gray","iPhone 6",,"81 %+","359220079683273",,,"Successful","Failed","Successful","Successful","Successful","No","No","0","2","Yes","No","3","3","3","No","Original Folder","Successful","Successful","Successful","Successful",,,"successful","successful",,"successful","successful",,"successful","successful",,"successful","successful","failed","successful",,"successful",,"successful","successful","successful","successful","successful","successful","failed","successful",,,"failed","successful",,"successful","successful","successful","successful","not available","successful",,,"4.15.1","Blancco Mobile Diagnostics and Erasure","12.5.5","Apple, Inc.","iPhone 6 GSM+CDMA 32GB Space Gray","MQ3D2","FFTW8G3CHXR5","iOS","1GB",,,"119366744",,"MQ3D2",,,"Unlocked","iOS","12.5.5","successful","Space Gray","32000000000","successful","failed","failed","successful",,"successful","Locked"
"91010001016","WHT10118","2023-08-26 05:55:01","00:03:57","sameer.bqc.ggn.100013","D","failed",,"iPhone 6 GSM+CDMA 32GB Space Gray","iPhone 6",,"81 %+","359220076554030",,,"Successful","Successful","Successful","Successful","Successful","No","No","0","2","Yes","No","3","3","2","No","Original Folder","Successful","Successful","Successful","Successful",,,"successful","successful",,"successful","successful",,"successful","successful",,"successful","successful","successful","successful",,"successful",,"successful","successful","successful","successful","successful","successful","successful","successful",,,"successful","failed",,"successful","successful","successful","successful","not available","successful",,,"4.15.1","Blancco Mobile Diagnostics and Erasure","12.5.7","Apple, Inc.","iPhone 6 GSM+CDMA 32GB Space Gray","MQ3D2","FFNTTTPJHXR5","iOS","1GB",,,"119367039",,"MQ3D2",,,"Locked","iOS","12.5.7","successful","Space Gray","32000000000","successful","successful","successful","successful",,"successful","Unlocked"
"93080714747","WHT1100","2023-08-26 12:40:14","00:02:52","sameer.bqc.ggn.100013","C","failed",,"GM1901","OnePlus 7","Blue","10-49 %","867254042439575","867254042439567","no","Successful","Successful","Successful","Successful","Successful","No","No","0","3","No","No","4","4","4","No","Copy Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","failed","successful","successful","failed","successful","successful","successful","failed","successful","successful",,"failed","failed","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","11","OnePlus","GM1901","GM1901","b2e117bd","Android","6GB",,,"119377533","Not rooted","GM1901","Unlocked",,"Unlocked","Android","11",,,"128000000000","successful","successful",,"successful",,"successful",
"93080714765","WHT1100","2023-08-26 12:05:50","00:04:50","sameer.bqc.ggn.100013","C","failed",,"GM1901","OnePlus 7","Black","10-49 %","869430049212714","869430049212706",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","Yes","No","3","3","3","No","Copy Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","failed","successful","successful","successful","failed","successful","successful",,"successful","failed","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","GM1901","GM1901","f5690d29","Android","6GB",,,"119375385","Not rooted","GM1901","Unlocked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"93080714818","WHT1100","2023-08-26 10:13:59","00:03:19","sameer.bqc.ggn.100013","C","failed",,"GM1901","OnePlus 7","Blue","10-49 %","867254041182937","867254041182929","no","Successful","Successful","Successful","Successful","Successful","No","No","0","0","No","No","3","3","3","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","failed","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","10","OnePlus","GM1901","GM1901","49b0e057","Android","6GB",,,"119372834","Not rooted","GM1901","Unlocked",,"Unlocked","Android","10",,,"128000000000","successful","successful",,"successful",,"successful",
"93080714742","WHT1100","2023-08-26 10:25:12","00:02:37","sameer.bqc.ggn.100013","D","failed",,"GM1901","OnePlus 7","Blue","50-80 %","869430049281990","869430049281982","no","Successful","Successful","Successful","Successful","Successful","No","No","5","0","No","No","3","3","5","Yes","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","failed","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","11","OnePlus","GM1901","GM1901","c1b4d5e2","Android","6GB",,,"119373084","Not rooted","GM1901","Unlocked",,"Unlocked","Android","11",,,"128000000000","successful","successful",,"successful",,"successful",
"93080714762","WHT1100","2023-08-26 12:34:04","00:02:45","sameer.bqc.ggn.100013","C","failed",,"GM1901","OnePlus 7","Gray","50-80 %","869430043414373",,"no","Successful","Successful","Successful","Successful","Successful","No","No","0","1","No","No","3","5","2","No","Copy Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","failed","successful","failed","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","failed","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","11","OnePlus","GM1901","GM1901","8e1d1abd","Android","6GB",,,"119377125","Not rooted","GM1901","Locked",,"Unlocked","Android","11",,,"128000000000","successful","successful",,"successful",,"successful",
"93080714699","WHT1100","2023-08-26 12:43:27","00:05:21","sameer.bqc.ggn.100013","B","failed",,"GM1901","OnePlus 7","Blue","50-80 %","867254040514577","867254040514569",,"Successful","Successful","Successful","Successful","Successful","No","No","0","3","No","No","4","3","2","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"failed","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","9","OnePlus","GM1901","GM1901","aa69909a","Android","6GB",,,"119377770","Not rooted","GM1901","Unlocked",,"Unlocked","Android","9",,,"128000000000","successful","successful",,"successful",,"successful",
"93080714869","WHT1100","2023-08-26 13:06:27","00:02:15","sameer.bqc.ggn.100013","C","failed",,"GM1901","OnePlus 7","Blue","10-49 %","869430048342413","869430048342405",,"Successful","Successful","Successful","Successful","Successful","No","No","0","2","No","No","3","3","3","No","Copy Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","failed","successful","failed","successful","successful","successful","successful","successful","successful","failed","successful","successful",,"successful","failed","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","GM1901","GM1901","f0d8d106","Android","6GB",,,"119379499","Not rooted","GM1901","Unlocked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"93081215050","WHT1446","2023-08-28 05:23:03","00:03:21","sameer.bqc.ggn.100013","B","successful",,"Redmi Note 8","Redmi Note 8","Purple","10-49 %","866131043265475","866131043265483",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","Yes","No","3","3","2","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"successful",,"successful","successful","successful","successful","successful","successful","not available","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","successful","successful","5.0.2","Blancco Mobile Diagnostics and Erasure","11","Xiaomi","Redmi Note 8","Redmi Note 8","174bfe5d","Android","4GB",,,"119432591","Not rooted","Redmi Note 8","Unlocked",,"Unlocked","Android","11",,,"64000000000","successful","successful",,"successful","866131043265475","successful",
"93081214979","WHT10106","2023-08-28 09:59:30","00:02:34","sameer.bqc.ggn.100013","C","failed",,"AC2001","OnePlus Nord","Gray","10-49 %","865276043477454","865276043477447",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","No","No","3","3","2","No","Copy Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","failed","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","AC2001","AC2001","e6dfbf1a","Android","8GB",,,"119452124","Not rooted","AC2001","Unlocked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"93081214919","WHT10106","2023-08-28 09:54:27","00:02:50","sameer.bqc.ggn.100013","C","successful",,"AC2001","OnePlus Nord","Blue","10-49 %","865276047079512","865276047079504",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","No","No","3","2","3","No","Copy Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","AC2001","AC2001","85aca766","Android","8GB",,,"119451925","Not rooted","AC2001","Unlocked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"93081215025","WHT1446","2023-08-28 06:17:54","00:02:57","sameer.bqc.ggn.100013","B","failed",,"Redmi Note 8","Redmi Note 8","Blue","81 %+","864941042299735","864941042299743",,"Successful","Successful","Successful","Successful","Successful","No","No","1","1","Yes","No","3","3","2","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"successful",,"successful","successful","successful","successful","successful","successful","not available","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"failed","successful","successful","successful","successful","successful","successful","5.0.2","Blancco Mobile Diagnostics and Erasure","11","Xiaomi","Redmi Note 8","Redmi Note 8","147ca5e1","Android","4GB",,,"119435951","Not rooted","Redmi Note 8","Unlocked",,"Unlocked","Android","11",,,"64000000000","successful","successful",,"successful","864941042299735","successful",
"93081214934","WHT10106","2023-08-28 10:04:23","00:02:41","sameer.bqc.ggn.100013","C","failed",,"AC2001","OnePlus Nord","Gray","10-49 %","865295052494697","865295052494689",,"Successful","Successful","Successful","Successful","Successful","No","No","0","1","No","No","3","3","2","No","Copy Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","failed","successful","successful",,"successful","failed","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","AC2001","AC2001","8d4e2b33","Android","8GB",,,"119452364","Not rooted","AC2001","Unlocked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"93081214986","WHT10106","2023-08-28 11:29:03","00:03:45","sameer.bqc.ggn.100013","C","failed",,"AC2001","OnePlus Nord","Gray","10-49 %","865295053648911","865295053648903",,"Successful","Successful","Successful","Failed","Successful","No","No","0","1","No","No","3","3","2","No","Copy Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","failed","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","AC2001","AC2001","6a2d6737","Android","6GB",,,"119457587","Not rooted","AC2001","Unlocked",,"Unlocked","Android","12",,,"64000000000","successful","successful",,"successful",,"successful",
"93080714665","WHT10009","2023-08-25 05:26:14","00:01:43","sameer.bqc.ggn.100013","C","failed",,"AC2001","OnePlus Nord","Gray","81 %+","865295058217597","865295058217589",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","No","No","3","3","3","No","Copy Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","failed","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","AC2001","AC2001","45b349b0","Android","8GB",,,"119275309","Not rooted","AC2001","Unlocked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"93080214602","WHT1799","2023-08-25 09:47:25","00:03:53","sameer.bqc.ggn.100013","C","failed",,"GM1911","OnePlus 7 Pro","Blue","50-80 %","865166046249358","865166046249341",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","No","No","2","3","3","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","failed","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","GM1911","GM1911","3eb51ddf","Android","8GB",,,"119293034","Not rooted","GM1911","Unlocked",,"Unlocked","Android","12",,,"256000000000","successful","successful",,"successful",,"successful",
"93080714676","WHT1996","2023-08-25 13:03:12","00:02:39","sameer.bqc.ggn.100013","B","successful",,"HD1901","OnePlus 7T","Gray","10-49 %","861894040194239",,,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","No","No","3","4","3","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","HD1901","HD1901","44276752","Android","8GB",,,"119307009","Not rooted","HD1901","Locked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"93080714784","WHT1996","2023-08-25 12:57:25","00:10:05","sameer.bqc.ggn.100013","D","failed","Skiped","HD1901","OnePlus 7T","Black","10-49 %","868539042672251","868539042672244","no","Successful","Successful","Successful","Successful","Successful","No","No","0","2","No","No","3","3","3","No","Copy Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","not performed","not performed",,"not performed",,"failed","not performed","failed","failed","failed","not available","not performed","successful","not performed","successful","failed","successful","successful","successful","successful","successful","successful","successful","successful","failed","successful","successful",,"not performed","failed","successful","failed","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","11","OnePlus","HD1901","HD1901","a594ddc4","Android","8GB",,,"119306385","Not rooted","HD1901","Unlocked",,"Unlocked","Android","11",,,"128000000000","successful","not performed",,"failed",,"failed",
"91010001714","WHT1065","2023-08-26 07:31:30","00:07:20","sameer.bqc.ggn.100013","C","failed",,"iPhone 6 GSM+CDMA 16GB Gold","iPhone 6",,"81 %+","358361063207496",,,"Successful","Successful","Successful","Successful","Successful","No","No","0","2","Yes","No","3","4","3","No","Original Folder","Successful","Successful","Successful","Successful",,,"successful","successful",,"successful","successful",,"successful","successful",,"successful","successful","successful","successful",,"successful",,"successful","successful","successful","successful","successful","successful","failed","successful",,,"successful","successful",,"successful","successful","successful","successful","not available","successful",,,"4.15.1","Blancco Mobile Diagnostics and Erasure","12.5.7","Apple, Inc.","iPhone 6 GSM+CDMA 16GB Gold","MG492","C7JP3XDGG5MQ","iOS","1GB",,,"119369412",,"MG492",,,"Unlocked","iOS","12.5.7","successful","Gold","16000000000","successful","successful","failed","successful",,"successful","Unlocked"
