UIC,Tray-ID,Date,Testing duration,Erasure technician,Final_Grade,Hardware test summary,Mandatory_Test,Mobile name,Market name,Device_Color,BQ_BatteryChargeRange,Mobile IMEI,Mobile IMEI2,_ro.imei.check,ChargingJack,CrackedLens,Fingerprint,FlashLight,HomeKey,PQ_BatteryBulging,PQ_BentonDevicebody,PQ_CrackDevicebody,PQ_DentDevicebody,PQ_HeadphoneJack_3.5mm,PQ_MissingParts,PQ_ScratchChromeSide,PQ_ScratchesBackpanel,PQ_ScratchesDisplay,PQ_ScreenCracked,PQ_Screen_Type,PowerKey,SIMTray,SilentKey,VolumeKey,Carrier signal test,Carrier signal sim 2 test,Wi-fi test,Bluetooth test,Microphone test,Speaker microphone test,Front microphone test,Headset microphone test,Speaker microphone front test,Receiver test,Headset test,Front camera test,Video test,Auto focus test,Camera flash test,Front camera flash test,Battery charging test,Headset test,Touch test,Proximity test,Compass test,Light test,Vibration test,Home key test,Volume keys test,Screen lock key test,Back key test,Recent/Menu key test,Screen test,Live call test,Live call sim 2 test,Screen damage test,Assisted front camera test,Fingerprint test,Multi-touch test,Face ID test,Auto rotation test,Infrared test,FM radio test,Product Version,Product Name,Operating system version,System manufacturer,System model,Mobile internal model,System serial,Operating system name,Total memory,Business name,Business location,Report ID,Rooted,Mobile internal model,FRP,FRP_Status,blancco_data.blancco_hardware_report.system.mdm_status,Operating system name,Operating system version,blancco_data.blancco_hardware_report.hardware_tests.auto_fingerprint,Device color,Disk capacity,AGPS test,Assisted camera test,Silent key test,Speaker test,_ro.ril.miui.imei0,Back camera test
92100003431,WHT1453,4/1/2023 5:02,0:16:43,dealsdray.mohd.aleem,D,failed,,Redmi Note 7S,Redmi Note 7S,Red,81 %+,865179040383651,865179040383669,,Successful,Failed,Successful,Successful,Successful,No,No,1,2,Yes,No,4,5,10,Yes,Copy Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,failed,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,10,Xiaomi,Redmi Note 7S,Redmi Note 7S,ddd1022,Android,4GB,,,98387987,Not rooted,Redmi Note 7S,Unlocked,,Unlocked,Android,10,,,64000000000,successful,successful,,successful,865179040383651,successful
92100002435,WHT1453,4/1/2023 7:31,0:04:09,dealsdray.mohd.aleem,B,successful,,Redmi Note 7S,Redmi Note 7S,Black,10-49 %,865179049563550,865179049563568,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,3,3,0,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,10,Xiaomi,Redmi Note 7S,Redmi Note 7S,100b6d7a,Android,4GB,,,98393759,Not rooted,Redmi Note 7S,Locked,,Unlocked,Android,10,,,64000000000,successful,successful,,successful,865179049563550,successful
92100003181,WHT1453,4/1/2023 8:49,0:07:44,pp.sunil.sharma,D,failed,Skiped,Redmi Note 9 Pro Max,Redmi Note 9 Pro Max,Blue,50-80 %,865528058182290,865528058182308,,Successful,Successful,Successful,Successful,Successful,No,No,0,1,Yes,No,3,5,0,No,Original Folder,Successful,Successful,Successful,Successful,not performed,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,failed,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,11,Redmi,Redmi Note 9 Pro Max,Redmi Note 9 Pro Max,ac849acd,Android,6GB,,,98397338,Not rooted,Redmi Note 9 Pro Max,Unlocked,,Unlocked,Android,11,,,64000000000,successful,successful,,successful,865528058182290,successful
92100002648,WHT1453,4/1/2023 11:38,0:01:40,dealsdray.mohd.ali,D,failed,,Redmi Note 8 Pro,Redmi Note 8 pro,Silver,81 %+,869646043801810,869646043801828,,Successful,Successful,Successful,Successful,Successful,No,No,6,1,Yes,No,3,0,0,Yes,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,failed,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.14,Blancco Mobile Diagnostics and Erasure,10,Redmi,Redmi Note 8 Pro,Redmi Note 8 Pro,vchelr55ozqgcyay,Android,6GB,,,98404348,Not rooted,Redmi Note 8 Pro,Locked,,Unlocked,Android,10,,,128000000000,successful,successful,,successful,869646043801810,successful
92100003253,WHT1453,4/1/2023 11:55,,ayush,D,,Skiped,Redmi 6A,Redmi 6A,Blue,50-80 %,866616047212713,866616047212721,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,10,10,0,No,Original Folder,Successful,Successful,Successful,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14,Blancco Mobile Diagnostics and Erasure,9,Xiaomi,Redmi 6A,Redmi 6A,c1d28c3e7d2c,Android,2GB,,,98405122,Not rooted,Redmi 6A,Unlocked,,Unlocked,Android,9,,,16000000000,,,,,866616047212713,
92100003399,WHT1453,4/1/2023 12:01,0:06:48,deepankar,C,failed,,Redmi Note 7S,Redmi Note 7S,Black,81 %+,864356046762697,864356046762705,,Successful,Successful,Successful,Successful,Successful,No,No,0,3,Yes,No,3,0,0,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,failed,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13,Blancco Eraser for Apple Devices,10,Xiaomi,Redmi Note 7S,Redmi Note 7S,f2cc2ae,Android,4GB,,,98405367,Not rooted,Redmi Note 7S,Unlocked,,Unlocked,Android,10,,,64000000000,successful,successful,,successful,864356046762697,successful
92100002993,WHT1453,4/1/2023 11:27,0:13:02,deepankar,B,successful,,Redmi Note 7S,Redmi Note 7S,Black,81 %+,861261040180131,861261040180149,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,4,2,0,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13,Blancco Eraser for Apple Devices,10,Xiaomi,Redmi Note 7S,Redmi Note 7S,11d74666,Android,4GB,,,98403960,Not rooted,Redmi Note 7S,Unlocked,,Unlocked,Android,10,,,64000000000,successful,successful,,successful,861261040180131,successful
92100003559,WHT1453,4/1/2023 11:43,0:11:56,deepankar,B,successful,,Redmi Note 7S,Redmi Note 7S,Red,81 %+,867702040178413,867702040178421,,Successful,Successful,Successful,Successful,Successful,No,No,0,1,Yes,No,0,0,3,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13,Blancco Eraser for Apple Devices,10,Xiaomi,Redmi Note 7S,Redmi Note 7S,11ec41c2,Android,4GB,,,98404642,Not rooted,Redmi Note 7S,Unlocked,,Unlocked,Android,10,,,64000000000,successful,successful,,successful,867702040178413,successful
92100003661,WHT1453,4/1/2023 5:30,0:08:31,dilip,A,successful,,Redmi Note 9 Pro,Redmi Note 9S,Blue,10-49 %,869009040105893,869009040105901,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,0,0,0,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,10,Redmi,Redmi Note 9 Pro,Redmi Note 9 Pro,47bd4a20,Android,4GB,,,98388883,Not rooted,Redmi Note 9 Pro,Unlocked,,Unlocked,Android,10,,,64000000000,successful,successful,,successful,869009040105893,successful
92100003267,WHT1453,4/1/2023 10:28,0:03:29,dilip,B,successful,,Redmi Note 7S,Redmi Note 7S,Red,81 %+,861067046531239,861067046531247,,Successful,Successful,Successful,Successful,Successful,No,No,0,4,Yes,No,1,0,3,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.14,Blancco Mobile Diagnostics and Erasure,10,xiaomi,Redmi Note 7S,Redmi Note 7S,1f72de92,Android,3GB,,,98401697,Not rooted,Redmi Note 7S,Unlocked,,Unlocked,Android,10,,,32000000000,successful,successful,,successful,861067046531239,successful
92100002874,WHT1453,4/1/2023 11:00,0:12:48,dealsdray.mohd.aleem,D,successful,,Redmi Note 8 Pro,Redmi Note 8 pro,Green,81 %+,869646049640634,869646049640642,,Successful,Successful,Successful,Successful,Successful,No,No,5,1,Yes,No,2,10,2,Yes,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,11,Redmi,Redmi Note 8 Pro,Redmi Note 8 Pro,x4zdw4dyrgjvnr9l,Android,8GB,,,98402876,Not rooted,Redmi Note 8 Pro,Unlocked,,Unlocked,Android,11,,,128000000000,successful,successful,,successful,869646049640634,successful
92100002329,WHT1453,4/1/2023 11:53,0:11:17,deepankar,A,successful,,Redmi Note 7S,Redmi Note 7S,Blue,81 %+,864356046553310,864356046553328,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,0,0,0,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13,Blancco Eraser for Apple Devices,10,Xiaomi,Redmi Note 7S,Redmi Note 7S,ff5f1c9,Android,4GB,,,98405046,Not rooted,Redmi Note 7S,Unlocked,,Unlocked,Android,10,,,64000000000,successful,successful,,successful,864356046553310,successful
92100002766,WHT1453,4/1/2023 11:48,0:01:36,dealsdray.mohd.ali,C,successful,,Redmi Note 8 Pro,Redmi Note 8 pro,Green,81 %+,862298043238838,862298043238846,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,1,1,5,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.14,Blancco Mobile Diagnostics and Erasure,11,Redmi,Redmi Note 8 Pro,Redmi Note 8 Pro,b6j7tovcsoskxogi,Android,6GB,,,98404856,Not rooted,Redmi Note 8 Pro,Unlocked,,Unlocked,Android,11,,,128000000000,successful,successful,,successful,862298043238838,successful
92100002931,WHT1453,4/1/2023 12:36,0:05:04,dealsdray.mohd.aleem,D,successful,Skiped,Redmi Note 8 Pro,Redmi Note 8 pro,Green,81 %+,866566044271099,866566044271107,,Successful,Successful,Successful,Successful,Successful,No,No,10,2,Yes,No,2,10,2,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,9,Redmi,Redmi Note 8 Pro,Redmi Note 8 Pro,7deez99hkflbjv6p,Android,6GB,,,98406805,Not rooted,Redmi Note 8 Pro,Unlocked,,Unlocked,Android,9,,,128000000000,successful,successful,,successful,866566044271099,successful
92100003652,WHT1453,4/1/2023 12:41,0:03:47,dilip,C,failed,,Redmi Note 7S,Redmi Note 7S,Black,81 %+,861067049414193,861067049414201,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,1,2,5,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,failed,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,failed,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,9,Xiaomi,Redmi Note 7S,Redmi Note 7S,6277c4d0,Android,3GB,,,98407046,Not rooted,Redmi Note 7S,Unlocked,,Unlocked,Android,9,,,32000000000,successful,successful,,successful,861067049414193,successful
92110010077,WHT1453,5/1/2023 5:07,0:04:14,ayush,D,failed,,Redmi 6A,Redmi 6A,Black,10-49 %,860435046793037,860435046793052,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,0,0,0,No,Original Folder,Successful,Successful,Successful,Successful,successful,not performed,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,failed,,successful,not available,successful,not available,successful,not available,successful,4.14,Blancco Mobile Diagnostics and Erasure,9,Xiaomi,Redmi 6A,Redmi 6A,33c7720f7d2b,Android,2GB,,,98478326,Not rooted,Redmi 6A,Unlocked,,Unlocked,Android,9,,,16000000000,failed,successful,,successful,860435046793037,successful
92100002918,WHT1453,5/1/2023 5:17,0:03:32,pp.sunil.sharma,C,failed,,Redmi Note 8 Pro,Redmi Note 8 pro,Gray,50-80 %,866566040062559,866566040062567,,Successful,Successful,Successful,Successful,Successful,No,No,6,5,Yes,No,4,5,5,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,failed,,successful,failed,successful,successful,successful,successful,not available,successful,failed,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,failed,successful,successful,,successful,successful,successful,not available,successful,successful,not performed,4.13.1,Blancco Eraser for Apple Devices,11,Redmi,Redmi Note 8 Pro,Redmi Note 8 Pro,mflf9pfiww9daas8,Android,6GB,,,98478815,Not rooted,Redmi Note 8 Pro,Unlocked,,Unlocked,Android,11,,,128000000000,successful,successful,,successful,866566040062559,successful
92100002985,WHT1453,4/1/2023 6:06,0:01:51,dealsdray.mohd.ali,C,failed,,M2003J15SC,Redmi Note 9,Green,50-80 %,869770041870799,869770041870807,,Successful,Successful,Successful,Successful,Successful,No,No,0,2,Yes,No,2,2,4,No,Copy Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,failed,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.14,Blancco Mobile Diagnostics and Erasure,11,Redmi,M2003J15SC,M2003J15SC,db53ca8a0409,Android,4GB,,,98390221,Not rooted,M2003J15SC,Unlocked,,Unlocked,Android,11,,,64000000000,successful,successful,,successful,869770041870799,successful
92100002982,WHT1453,4/1/2023 6:03,0:05:56,dealsdray.mohd.aleem,B,successful,,Redmi Note 7S,Redmi Note 7S,Blue,50-80 %,860389044166151,860389044166169,,Successful,Successful,Successful,Successful,Successful,No,No,0,1,Yes,No,3,0,1,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,10,Xiaomi,Redmi Note 7S,Redmi Note 7S,8279de54,Android,3GB,,,98390128,Not rooted,Redmi Note 7S,Unlocked,,Unlocked,Android,10,,,32000000000,successful,successful,,successful,860389044166151,successful
92100003138,WHT1453,4/1/2023 9:43,0:05:17,dilip,B,successful,,Redmi Note 7S,Redmi Note 7S,Red,81 %+,860389049778919,860389049778927,,Successful,Successful,Successful,Successful,Successful,No,No,0,4,Yes,No,2,2,0,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.14,Blancco Mobile Diagnostics and Erasure,9,Xiaomi,Redmi Note 7S,Redmi Note 7S,d3aade54,Android,3GB,,,98399730,Not rooted,Redmi Note 7S,Unlocked,,Unlocked,Android,9,,,32000000000,successful,successful,,successful,860389049778919,successful
92100002098,WHT1453,4/1/2023 10:19,0:03:35,dilip,B,successful,,Redmi Note 7S,Redmi Note 7S,Red,81 %+,860389044858617,860389044858625,,Successful,Successful,Successful,Successful,Successful,No,No,0,3,Yes,No,0,0,0,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.14,Blancco Mobile Diagnostics and Erasure,10,xiaomi,Redmi Note 7S,Redmi Note 7S,bc21deb6,Android,3GB,,,98401299,Not rooted,Redmi Note 7S,Unlocked,,Unlocked,Android,10,,,32000000000,successful,successful,,successful,860389044858617,successful
92100003248,WHT1453,4/1/2023 9:54,0:01:46,dealsdray.mohd.ali,C,failed,,Redmi Note 8 Pro,Redmi Note 8 pro,Blue,50-80 %,862298046765597,862298046765605,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,1,0,3,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,failed,successful,successful,successful,successful,successful,successful,successful,successful,,successful,not available,successful,not available,successful,successful,successful,4.14,Blancco Mobile Diagnostics and Erasure,11,Redmi,Redmi Note 8 Pro,Redmi Note 8 Pro,p7b6cqeue6bipb9p,Android,6GB,,,98400263,Not rooted,Redmi Note 8 Pro,Unlocked,,Unlocked,Android,11,,,128000000000,successful,successful,,successful,862298046765597,successful
92110010084,WHT1453,4/1/2023 10:04,0:15:17,deepankar,A,successful,,Redmi Note 7S,Redmi Note 7S,Black,81 %+,861067049992073,861067049992081,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,0,0,0,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13,Blancco Eraser for Apple Devices,10,Xiaomi,Redmi Note 7S,Redmi Note 7S,3cdedefc,Android,3GB,,,98400719,Not rooted,Redmi Note 7S,Unlocked,,Unlocked,Android,10,,,32000000000,successful,successful,,successful,861067049992073,successful
92100002822,WHT1453,4/1/2023 7:01,0:02:47,dealsdray.mohd.ali,A,successful,,M2003J15SC,Redmi Note 9,Blue,81 %+,860377045959120,860377045959138,,Successful,Successful,Successful,Successful,Successful,No,No,0,1,Yes,No,1,2,2,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.14,Blancco Mobile Diagnostics and Erasure,11,Redmi,M2003J15SC,M2003J15SC,a54cca4d0408,Android,4GB,,,98392501,Not rooted,M2003J15SC,Unlocked,,Unlocked,Android,11,,,64000000000,successful,successful,,successful,860377045959120,successful
93020000075,WHT1082,4/1/2023 9:53,0:03:25,pp.sunil.sharma,C,successful,,Redmi Note 9 Pro Max,Redmi Note 9 Pro Max,Blue,81 %+,868448042694291,868448042694309,,Successful,Successful,Successful,Successful,Successful,No,No,5,2,Yes,No,3,5,5,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,11,Redmi,Redmi Note 9 Pro Max,Redmi Note 9 Pro Max,2102a2f2,Android,6GB,,,98400217,Not rooted,Redmi Note 9 Pro Max,Unlocked,,Unlocked,Android,11,,,64000000000,successful,successful,,successful,868448042694291,successful
92100002792,WHT1453,4/1/2023 11:32,0:05:05,pp.sunil.sharma,B,successful,,Redmi Note 8 Pro,Redmi Note 8 pro,Gray,50-80 %,866566042911399,866566042911407,,Successful,Successful,Successful,Successful,Successful,No,No,4,4,Yes,No,3,4,4,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,11,Redmi,Redmi Note 8 Pro,Redmi Note 8 Pro,sgv4ts6t6dnrtgp7,Android,8GB,,,98404166,Not rooted,Redmi Note 8 Pro,Unlocked,,Unlocked,Android,11,,,128000000000,successful,successful,,successful,866566042911399,successful
93020000076,WHT1082,4/1/2023 12:01,0:07:56,dealsdray.mohd.aleem,B,successful,,Redmi Note 8 Pro,Redmi Note 8 pro,White,81 %+,862298042376274,862298042376282,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,3,0,4,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,11,Redmi,Redmi Note 8 Pro,Redmi Note 8 Pro,a649lnt4onbqfadu,Android,6GB,,,98405363,Not rooted,Redmi Note 8 Pro,Unlocked,,Unlocked,Android,11,,,64000000000,successful,successful,,successful,862298042376274,successful
92110009971,WHT1453,4/1/2023 6:09,0:04:04,dilip,D,successful,,Redmi Note 9 Pro,Redmi Note 9S,Green,81 %+,860228041434057,860228041434065,,Successful,Successful,Successful,Successful,Successful,No,No,0,7,Yes,No,4,3,0,No,Copy Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,11,Redmi,Redmi Note 9 Pro,Redmi Note 9 Pro,79d2e59c,Android,4GB,,,98390312,Not rooted,Redmi Note 9 Pro,Locked,,Unlocked,Android,11,,,64000000000,successful,successful,,successful,860228041434057,successful
93020000077,WHT1082,4/1/2023 6:49,0:06:21,dealsdray.mohd.aleem,D,successful,,Redmi Note 7S,Redmi Note 7S,Black,81 %+,865230044359377,,,Successful,Successful,Successful,Successful,Successful,Yes,No,0,2,Yes,No,5,3,10,No,Copy Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,10,Xiaomi,Redmi Note 7S,Redmi Note 7S,10eb2335,Android,4GB,,,98391946,Not rooted,Redmi Note 7S,Unlocked,,Unlocked,Android,10,,,64000000000,successful,successful,,successful,865230044359369,successful
92100002538,WHT1453,4/1/2023 5:01,0:04:20,dilip,A,successful,,Redmi Note 9 Pro,Redmi Note 9S,Green,81 %+,863118044429617,863118044429625,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,0,0,1,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,10,Redmi,Redmi Note 9 Pro,Redmi Note 9 Pro,d0a15be8,Android,4GB,,,98387914,Not rooted,Redmi Note 9 Pro,Unlocked,,Unlocked,Android,10,,,64000000000,successful,successful,,successful,863118044429617,successful
92100002700,WHT1453,4/1/2023 10:40,0:03:57,ayush,D,successful,Skiped,Redmi 6A,Redmi 6A,Golden,10-49 %,866313040112070,866313040112088,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,10,10,0,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,not performed,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,not available,successful,not available,successful,not available,successful,4.14,Blancco Mobile Diagnostics and Erasure,9,Xiaomi,Redmi 6A,Redmi 6A,30e068e87d26,Android,2GB,,,98402139,Not rooted,Redmi 6A,Unlocked,,Unlocked,Android,9,,,16000000000,successful,successful,,successful,866313040112070,successful
92100002002,WHT1453,4/1/2023 12:16,0:02:00,dilip,A,successful,,Redmi Note 7S,Redmi Note 7S,Blue,81 %+,865179044681795,865179044681803,,Successful,Successful,Successful,Successful,Successful,No,No,1,2,Yes,No,1,0,0,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,10,Xiaomi,Redmi Note 7S,Redmi Note 7S,da903cf,Android,4GB,,,98406000,Not rooted,Redmi Note 7S,Unlocked,,Unlocked,Android,10,,,64000000000,successful,successful,,successful,865179044681795,successful
93020000074,WHT1082,4/1/2023 12:32,0:03:26,dilip,A,successful,,Redmi Note 7S,Redmi Note 7S,Black,81 %+,865179046184350,865179046184368,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,0,0,0,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,10,Xiaomi,Redmi Note 7S,Redmi Note 7S,1becc446,Android,3GB,,,98406657,Not rooted,Redmi Note 7S,Unlocked,,Unlocked,Android,10,,,32000000000,successful,successful,,successful,865179046184350,successful
